company,strategy_total_return,strategy_annualized_return,strategy_annualized_volatility,strategy_sharpe_ratio,strategy_max_drawdown,strategy_hit_ratio,strategy_observations,benchmark_50_50_total_return,benchmark_50_50_annualized_return,benchmark_50_50_annualized_volatility,benchmark_50_50_sharpe_ratio,benchmark_50_50_max_drawdown,benchmark_50_50_hit_ratio,benchmark_50_50_observations,ibovespa_total_return,ibovespa_annualized_return,ibovespa_annualized_volatility,ibovespa_sharpe_ratio,ibovespa_max_drawdown,ibovespa_hit_ratio,ibovespa_observations,strategy_final_value,benchmark_50_50_final_value,ibovespa_final_value,strategy_final_cumulative_return,benchmark_50_50_final_cumulative_return,ibovespa_final_cumulative_return,strategy_excess_return_vs_50_50,strategy_excess_return_vs_ibovespa,benchmark_50_50_excess_return_vs_ibovespa,total_tax_paid,total_transaction_cost,total_realized_pnl,gross_sale_value,gross_buy_value,number_of_trading_days,number_of_trade_days,final_weight_on,final_weight_pn,final_target_weight_on,final_target_weight_pn,policy_group,last_signal,final_accumulated_loss
BTG,6.243785055552499,0.3965433815792383,0.4441100249436369,0.8928944615235034,-0.4861113135230378,0.49095780308104486,1494,2.3322514059409465,0.2251030869976638,0.4131675023562901,0.5448228278214118,-0.54559100962506,0.5016744809109176,1494,0.35886753308088704,0.05308544668780302,0.24341825340076537,0.2180832618185079,-0.4681580884813601,0.5157401205626256,1494,7.243785055552499,3.3322514059409465,1.358867533080887,6.243785055552499,2.3322514059409465,0.35886753308088704,3.911533649611553,5.884917522471612,1.9733838728600595,0.0,0.0,5.624029123008029,74.99152719266519,74.99152719266519,1494,84,0.0,1.0,0.0,1.0,manual_inclusion_rotation,overweight_pn,0.0
UNIP,4.327834084674687,0.32602196830303964,0.36443545382048403,0.8945945431084036,-0.5804240850867657,0.5117213663764233,1494,2.8669274053914853,0.2562433804865354,0.33973995165207704,0.7542338757643395,-0.5338722423240077,0.5090421969189551,1494,0.35886753308088704,0.05308544668780302,0.24341825340076537,0.2180832618185079,-0.4681580884813601,0.5157401205626256,1494,5.327834084674687,3.8669274053914853,1.358867533080887,4.327834084674687,2.8669274053914853,0.35886753308088704,1.4609066792832017,3.9689665515938,2.5080598723105982,0.0,0.0,4.44019255263437,84.96502845334624,84.96502845334624,1494,54,0.0,1.0,0.0,1.0,manual_inclusion_rotation,overweight_pn,0.0
ISAE,1.6763863882653904,0.1806377549348419,0.2083463594784875,0.867007013643036,-0.244810555909046,0.5110515740120563,1494,0.913766019464306,0.1157002105074374,0.19414822592414807,0.5959375109234344,-0.2467447372400714,0.5164099129269927,1494,0.35886753308088704,0.05308544668780302,0.24341825340076537,0.2180832618185079,-0.4681580884813601,0.5157401205626256,1494,2.67638638826539,1.913766019464306,1.358867533080887,1.67638638826539,0.913766019464306,0.35886753308088704,0.7626203688010844,1.3175188551845034,0.554898486383419,0.0,0.0,1.3739782581162392,41.70631002398392,41.70631002398392,1494,53,1.0,0.0,1.0,0.0,manual_inclusion_rotation,hold_previous_allocation,0.0
SAPR,1.2883798270826246,0.14985557649577386,0.31538196967880333,0.4751558139115953,-0.4665164148448715,0.49296718017414604,1494,0.8080094801547415,0.10505336444350966,0.3120030720093192,0.3367061861505384,-0.5251782002014329,0.5016744809109176,1494,0.35886753308088704,0.05308544668780302,0.24341825340076537,0.2180832618185079,-0.4681580884813601,0.5157401205626256,1494,2.2883798270826246,1.8080094801547415,1.358867533080887,1.2883798270826246,0.8080094801547415,0.35886753308088704,0.48037034692788305,0.9295122940017375,0.44914194707385446,0.0,0.0,0.8380205428802996,23.17335106197268,23.17335106197268,1494,47,0.509332727106944,0.490667272893056,0.5,0.5,manual_inclusion_rotation,hold_previous_allocation,0.0
GGBR,1.2940983999887972,0.1503397512395912,0.3872181002348802,0.388256001329477,-0.6113453844314016,0.5050234427327528,1494,0.9197509139665272,0.11628797221749476,0.36955041060783705,0.3146741794339347,-0.6094617555174373,0.5117213663764233,1494,0.35886753308088704,0.05308544668780302,0.24341825340076537,0.2180832618185079,-0.4681580884813601,0.5157401205626256,1494,2.294098399988797,1.9197509139665272,1.358867533080887,1.2940983999887972,0.9197509139665272,0.35886753308088704,0.37434748602226997,0.9352308669079101,0.5608833808856402,0.0,0.0,0.9436016542778262,36.02756186251699,36.02756186251699,1494,45,1.0,0.0,1.0,0.0,balanced_reversion_rotation,overweight_on,0.15084351322204081
TAEE,1.7927646574799363,0.18914470919147286,0.1873741062695933,1.0094495603321625,-0.19942485504545593,0.5083724045545881,1494,1.480699355368615,0.16561378028452478,0.18571996315893174,0.8917392479924149,-0.2370695965645575,0.5097119892833222,1494,0.35886753308088704,0.05308544668780302,0.24341825340076537,0.2180832618185079,-0.4681580884813601,0.5157401205626256,1494,2.7927646574799363,2.480699355368615,1.358867533080887,1.7927646574799363,1.480699355368615,0.35886753308088704,0.31206530211132133,1.4338971243990493,1.121831822287728,0.0,0.0,1.7225468328960831,96.20426870071279,96.20426870071279,1494,101,0.5004118769115791,0.49958812308842093,0.5,0.5,manual_inclusion_rotation,hold_previous_allocation,0.12323788340013997
ALUP,0.8206988331805567,0.10635775778424406,0.2759851941664475,0.3853748680449117,-0.37485786742960847,0.5117213663764233,1494,0.6215067599111634,0.08494565330804105,0.2515773319373542,0.3376522544932368,-0.2937336898469447,0.5123911587407903,1494,0.35886753308088704,0.05308544668780302,0.24341825340076537,0.2180832618185079,-0.4681580884813601,0.5157401205626256,1494,1.8206988331805567,1.6215067599111634,1.358867533080887,0.8206988331805567,0.6215067599111634,0.35886753308088704,0.19919207326939325,0.46183130009966966,0.2626392268302764,0.0,0.0,0.8080506096352417,39.51594366210022,39.51594366210022,1494,73,0.0,1.0,0.0,1.0,manual_inclusion_rotation,hold_previous_allocation,0.0
BBDC,-0.040062914673748784,-0.006872964673690696,0.34832652752728493,-0.019731384578948918,-0.5279152402802083,0.5023442732752846,1494,-0.09716714601519882,-0.017093778766550494,0.347448202127192,-0.04919806365926422,-0.5415849231990124,0.506363027461487,1494,0.35886753308088704,0.05308544668780302,0.24341825340076537,0.2180832618185079,-0.4681580884813601,0.5157401205626256,1494,0.9599370853262512,0.9028328539848012,1.358867533080887,-0.040062914673748784,-0.09716714601519882,0.35886753308088704,0.05710423134145004,-0.3989304477546358,-0.45603467909608586,0.0,0.0,-0.30160314256907583,9.842621043758491,9.842621043758491,1494,29,1.0,0.0,1.0,0.0,balanced_reversion_rotation,hold_previous_allocation,0.30160314256907583
PETR,2.458603721623339,0.23281789813482723,0.42330981771748943,0.5499940903572579,-0.6497567942649274,0.521098459477562,1494,2.4435917314510514,0.23191368407270896,0.4231587851126367,0.5480535728709449,-0.6495352459827031,0.522438044206296,1494,0.35886753308088704,0.05308544668780302,0.24341825340076537,0.2180832618185079,-0.4681580884813601,0.5157401205626256,1494,3.458603721623339,3.4435917314510514,1.358867533080887,2.458603721623339,2.4435917314510514,0.35886753308088704,0.015011990172287604,2.099736188542452,2.0847241983701643,0.0,0.0,0.054600567993751625,0.15528140616382236,0.15528140616382236,1494,4,0.4909715025181913,0.5090284974818087,0.5,0.5,passive_tracking,hold_previous_allocation,0.0
ITUB,0.7899857738050602,0.10318748564822267,0.2874510010310244,0.3589741739569928,-0.41048354314010815,0.5097119892833222,1494,0.7853345074316334,0.10270343537016458,0.28691649875697656,0.3579558366810974,-0.4089712468206984,0.5110515740120563,1494,0.35886753308088704,0.05308544668780302,0.24341825340076537,0.2180832618185079,-0.4681580884813601,0.5157401205626256,1494,1.7899857738050602,1.7853345074316334,1.358867533080887,0.7899857738050602,0.7853345074316334,0.35886753308088704,0.004651266373426832,0.43111824072417315,0.4264669743507463,0.0,0.0,-0.02793554764764251,0.9840674661282355,0.9840674661282355,1494,38,0.49261090601365143,0.5073890939863486,0.475,0.525,statistical_fallback_rotation,overweight_pn,0.02793554764764251
RAPT,-0.5072622912440021,-0.11253330736378642,0.40998372079591017,-0.2744823798011372,-0.6430125728596279,0.477561955793704,1494,-0.41132059044680425,-0.08549858120262743,0.3918864821232059,-0.2181718051089789,-0.6556812405537704,0.49296718017414604,1494,0.35886753308088704,0.05308544668780302,0.24341825340076537,0.2180832618185079,-0.4681580884813601,0.5157401205626256,1494,0.4927377087559979,0.5886794095531958,1.358867533080887,-0.5072622912440021,-0.41132059044680425,0.35886753308088704,-0.09594170079719788,-0.8661298243248892,-0.7701881235276913,0.0,0.0,-0.44813638774004755,10.975150411529235,10.975150411529235,1494,36,0.0,1.0,0.0,1.0,manual_inclusion_rotation,hold_previous_allocation,0.5158520040646363
