,strategy_portfolio_pre_tax_value,strategy_portfolio_pre_tax_return,strategy_portfolio_pre_tax_cumulative_return,benchmark_50_50_portfolio_value,benchmark_50_50_portfolio_return,benchmark_50_50_portfolio_cumulative_return,ibovespa_portfolio_value,ibovespa_portfolio_return,ibovespa_portfolio_cumulative_return,portfolio_daily_realized_pnl,portfolio_daily_gross_sale_value,portfolio_daily_gross_buy_value,portfolio_daily_transaction_cost,portfolio_tax_paid,portfolio_cumulative_tax_paid,strategy_portfolio_value,strategy_portfolio_return,strategy_portfolio_cumulative_return,strategy_minus_50_50,strategy_minus_ibovespa,strategy_pre_tax_minus_50_50,strategy_pre_tax_minus_ibovespa
2020-01-02,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.29000000000000004,0.28942057942057947,0.0005794205794205794,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03,0.9973291731041096,-0.002670826895890377,-0.002670826895890377,0.9923675340910668,-0.007632465908933184,-0.007632465908933184,0.9926964823357762,-0.007303517664223769,-0.007303517664223769,-0.0011149171572744198,0.04888508284272558,0.04878741034953332,9.76724931922589e-05,0.0,0.0,0.9973291731041096,-0.002670826895890377,-0.002670826895890377,0.004961639013042807,0.004632690768333392,0.004961639013042807,0.004632690768333392
2020-01-06,1.0006820738926752,0.0033618797875227813,0.0006820738926751613,0.997655824992145,0.005328964037423667,-0.0023441750078549983,0.9857050087288002,-0.007042911636520932,-0.01429499127119982,0.004834395518652413,0.04479443547869237,0.044704936107106574,8.949937158579895e-05,0.0,0.0,1.0006820738926752,0.0033618797875227813,0.0006820738926751613,0.0030262489005301596,0.01497706516387498,0.0030262489005301596,0.01497706516387498
2020-01-07,0.9937543340790306,-0.006923017803942,-0.006245665920969423,0.9921105241221571,-0.005558330569594538,-0.007889475877842944,0.9838833461243284,-0.0018480809048754265,-0.016116653875671627,0.0,0.0,0.0,0.0,0.0,0.0,0.9937543340790306,-0.006923017803942,-0.006245665920969423,0.001643809956873521,0.009870987954702204,0.001643809956873521,0.009870987954702204
2020-01-08,0.9850686441721657,-0.00874027876810668,-0.014931355827834336,0.9858377655160407,-0.0063226409292116426,-0.014162234483959257,0.980383392509256,-0.0035572851485485835,-0.01961660749074401,0.0,0.02997002997002997,0.02991014979026967,5.988017976029964e-05,0.0,0.0,0.9850686441721657,-0.00874027876810668,-0.014931355827834336,-0.0007691213438750788,0.004685251662909673,-0.0007691213438750788,0.004685251662909673
2020-01-09,0.9817266059518694,-0.0033926957680241454,-0.018273394048130553,0.9811617480954615,-0.004743191612396336,-0.018838251904538472,0.9778533055586011,-0.0025807117603035,-0.02214669444139894,-0.00026118400236442964,0.054623990762930216,0.05451485192024705,0.00010913884268317726,0.0,0.0,0.9817266059518694,-0.0033926957680241454,-0.018273394048130553,0.0005648578564079187,0.0038733003932683863,0.0005648578564079187,0.0038733003932683863
2020-01-10,0.9817760395368079,5.035371827433188e-05,-0.01822396046319208,0.9770203106167346,-0.004220952851826887,-0.022979689383265445,0.9741087768716318,-0.0038293358172268865,-0.025891223128368224,1.388808227031804e-05,0.034719086192151,0.03464971738857028,6.936880358072127e-05,0.0,0.0,0.9817760395368079,5.035371827433188e-05,-0.01822396046319208,0.0047557289200733655,0.007667262665176144,0.0047557289200733655,0.007667262665176144
2020-01-13,0.9935534030192946,0.01199597770591665,-0.006446596980705377,0.9872324976896575,0.010452379507317033,-0.012767502310342516,0.9894748382852758,0.015774482048085403,-0.010525161714724174,0.0,0.0,0.0,0.0,0.0,0.0,0.9935534030192946,0.01199597770591665,-0.006446596980705377,0.006320905329637139,0.004078564734018797,0.006320905329637139,0.004078564734018797
2020-01-14,0.9919885391762191,-0.0015750173451372085,-0.008011460823780903,0.9880758934525741,0.0008543030794572193,-0.011924106547425928,0.9920639605981127,0.002616663115278195,-0.007936039401887252,0.0,0.0,0.0,0.0,0.0,0.0,0.9919885391762191,-0.0015750173451372085,-0.008011460823780903,0.003912645723645025,-7.542142189365109e-05,0.003912645723645025,-7.542142189365109e-05
2020-01-15,0.9917938133623356,-0.00019629845123525502,-0.00820618663766437,0.9860581710929592,-0.0020420722466615304,-0.013941828907040765,0.981791807578454,-0.010354325353645222,-0.018208192421546032,0.0,0.0,0.0,0.0,0.0,0.0,0.9917938133623356,-0.00019629845123525502,-0.00820618663766437,0.005735642269376395,0.010002005783881662,0.005735642269376395,0.010002005783881662
