company,strategy_total_return,strategy_annualized_return,strategy_annualized_volatility,strategy_sharpe_ratio,strategy_max_drawdown,strategy_hit_ratio,strategy_observations,benchmark_50_50_total_return,benchmark_50_50_annualized_return,benchmark_50_50_annualized_volatility,benchmark_50_50_sharpe_ratio,benchmark_50_50_max_drawdown,benchmark_50_50_hit_ratio,benchmark_50_50_observations,ibovespa_total_return,ibovespa_annualized_return,ibovespa_annualized_volatility,ibovespa_sharpe_ratio,ibovespa_max_drawdown,ibovespa_hit_ratio,ibovespa_observations,strategy_final_value,benchmark_50_50_final_value,ibovespa_final_value,strategy_final_cumulative_return,benchmark_50_50_final_cumulative_return,ibovespa_final_cumulative_return,strategy_excess_return_vs_50_50,strategy_excess_return_vs_ibovespa,benchmark_50_50_excess_return_vs_ibovespa,total_tax_paid,total_transaction_cost,total_realized_pnl,gross_sale_value,gross_buy_value,number_of_trading_days,number_of_trade_days,final_weight_on,final_weight_pn,final_target_weight_on,final_target_weight_pn,policy_group,last_signal,final_accumulated_loss
BTG,4.824589963993777,0.3461110945360255,0.46661689527951006,0.7417457405366775,-0.5136276812731522,0.4882786336235767,1494,2.3322514059409465,0.2251030869976638,0.4131675023562901,0.5448228278214118,-0.54559100962506,0.5016744809109176,1494,0.35886753308088704,0.05308544668780302,0.24341825340076537,0.2180832618185079,-0.4681580884813601,0.5157401205626256,1494,5.818771192800975,3.3322514059409465,1.358867533080887,4.818771192800975,2.3322514059409465,0.35886753308088704,2.4923385580528303,4.46572243091289,1.9733838728600595,0.0,0.3549331426654273,5.078922877149115,177.64403790404634,177.28910476138094,1494,138,0.0,1.0,0.0,1.0,manual_inclusion_rotation,overweight_pn,0.0
ISAE,2.008000018759786,0.20412998071523347,0.21472003798182385,0.9506796973113109,-0.23446142248546709,0.5003348961821835,1494,0.913766019464306,0.1157002105074374,0.19414822592414807,0.5959375109234344,-0.2467447372400714,0.5164099129269927,1494,0.35886753308088704,0.05308544668780302,0.24341825340076537,0.2180832618185079,-0.4681580884813601,0.5157401205626256,1494,3.0049950237360505,1.913766019464306,1.358867533080887,2.0049950237360505,0.913766019464306,0.35886753308088704,1.0942339992954802,1.6491324856788991,0.554898486383419,0.0,0.26549826868473475,1.884598647083422,132.88188347670973,132.616385208025,1494,152,1.0,0.0,1.0,0.0,manual_inclusion_rotation,hold_previous_allocation,0.0
UNIP,3.656477774650096,0.29623696874425365,0.370704256035053,0.799119416412209,-0.5991251891300888,0.5016744809109176,1494,2.8669274053914853,0.2562433804865354,0.33973995165207704,0.7542338757643395,-0.5338722423240077,0.5090421969189551,1494,0.35886753308088704,0.05308544668780302,0.24341825340076537,0.2180832618185079,-0.4681580884813601,0.5157401205626256,1494,4.651825948701394,3.8669274053914853,1.358867533080887,3.6518259487013944,2.8669274053914853,0.35886753308088704,0.7895503692586106,3.297610241569209,2.5080598723105982,0.0,0.426715898886961,3.9303133427570334,213.57130739292398,213.144591494037,1494,137,0.0,1.0,0.0,1.0,manual_inclusion_rotation,overweight_pn,0.04948437211962631
SAPR,1.119160106548792,0.13505152263379339,0.31401992703909243,0.43007309729417514,-0.47637797043213903,0.4795713328868051,1494,0.8080094801547415,0.10505336444350966,0.3120030720093192,0.3367061861505384,-0.5251782002014329,0.5016744809109176,1494,0.35886753308088704,0.05308544668780302,0.24341825340076537,0.2180832618185079,-0.4681580884813601,0.5157401205626256,1494,2.1170430634853066,1.8080094801547415,1.358867533080887,1.1170430634853066,0.8080094801547415,0.35886753308088704,0.31115062639405044,0.7602925734679049,0.44914194707385446,0.0,0.14543006203875086,1.1603727805517792,72.7877460503948,72.64231598835605,1494,137,0.0,1.0,0.0,1.0,manual_inclusion_rotation,overweight_pn,0.0
GGBR,1.1166409255360379,0.13482381592720905,0.38793037333819747,0.34754642893009496,-0.6113453844314016,0.506363027461487,1494,0.9197509139665272,0.11628797221749476,0.36955041060783705,0.3146741794339347,-0.6094617555174373,0.5117213663764233,1494,0.35886753308088704,0.05308544668780302,0.24341825340076537,0.2180832618185079,-0.4681580884813601,0.5157401205626256,1494,2.1145263991369014,1.9197509139665272,1.358867533080887,1.1145263991369014,0.9197509139665272,0.35886753308088704,0.1968900115695107,0.7577733924551509,0.5608833808856402,0.0,0.12461719190363646,0.9152230073865328,62.37090454777004,62.24628735586641,1494,81,1.0,0.0,1.0,0.0,balanced_reversion_rotation,overweight_on,0.14776255340029187
ALUP,0.6981064641355423,0.09342566329975899,0.28644939285530463,0.32615067662912267,-0.4005158387374903,0.5103817816476892,1494,0.6215067599111634,0.08494565330804105,0.2515773319373542,0.3376522544932368,-0.2937336898469447,0.5123911587407903,1494,0.35886753308088704,0.05308544668780302,0.24341825340076537,0.2180832618185079,-0.4681580884813601,0.5157401205626256,1494,1.6964100540814608,1.6215067599111634,1.358867533080887,0.6964100540814608,0.6215067599111634,0.35886753308088704,0.0765997042243789,0.3392389310546553,0.2626392268302764,0.0,0.33441214720696677,1.1057129333542823,167.37327967708686,167.0388675298799,1494,283,0.0,1.0,0.0,1.0,manual_inclusion_rotation,overweight_pn,0.0
PETR,2.4560807770783333,0.2326661625311397,0.42335064712953074,0.5495826311089868,-0.6497746132678262,0.522438044206296,1494,2.4435917314510514,0.23191368407270896,0.4231587851126367,0.5480535728709449,-0.6495352459827031,0.522438044206296,1494,0.35886753308088704,0.05308544668780302,0.24341825340076537,0.2180832618185079,-0.4681580884813601,0.5157401205626256,1494,3.4560807770783333,3.4435917314510514,1.358867533080887,2.4560807770783333,2.4435917314510514,0.35886753308088704,0.012489045627281925,2.0972132439974462,2.0847241983701643,0.0,0.0008341771117328876,0.21796825970861325,0.41750564442231025,0.41667146731057736,1494,7,0.5063855774697188,0.4936144225302812,0.51,0.49,passive_tracking,overweight_on,0.0
ITUB,0.7848861269130698,0.10265671770301465,0.2874836105800196,0.3570872005395267,-0.41053809577681166,0.5083724045545881,1494,0.7853345074316334,0.10270343537016458,0.28691649875697656,0.3579558366810974,-0.4089712468206984,0.5110515740120563,1494,0.35886753308088704,0.05308544668780302,0.24341825340076537,0.2180832618185079,-0.4681580884813601,0.5157401205626256,1494,1.7848861269130698,1.7853345074316334,1.358867533080887,0.7848861269130698,0.7853345074316334,0.35886753308088704,-0.00044838051856355143,0.42601859383218277,0.4264669743507463,0.0,0.0019383399371215428,-0.11402037934763568,0.9701391385293321,0.9682007985922105,1494,43,0.47548708298344305,0.524512917016557,0.475,0.525,statistical_fallback_rotation,overweight_pn,0.1140203793476357
BBDC,-0.10060084310199002,-0.017725323719110953,0.3490264749770381,-0.05078504064849829,-0.5309352433112369,0.5030140656396517,1494,-0.09716714601519882,-0.017093778766550494,0.347448202127192,-0.04919806365926422,-0.5415849231990124,0.506363027461487,1494,0.35886753308088704,0.05308544668780302,0.24341825340076537,0.2180832618185079,-0.4681580884813601,0.5157401205626256,1494,0.8985006562417681,0.9028328539848012,1.358867533080887,-0.10149934375823189,-0.09716714601519882,0.35886753308088704,-0.0034336970867911987,-0.45946837618287706,-0.45603467909608586,0.0,0.03719237869233517,-0.3091084942387243,18.614785535513754,18.577593156821422,1494,57,1.0,0.0,1.0,0.0,balanced_reversion_rotation,hold_previous_allocation,0.3091084942387243
RAPT,-0.4803812694045213,-0.10454612767056937,0.4184693640178948,-0.2498298242594856,-0.6442763477850639,0.47488278633623576,1494,-0.41132059044680425,-0.08549858120262743,0.3918864821232059,-0.2181718051089789,-0.6556812405537704,0.49296718017414604,1494,0.35886753308088704,0.05308544668780302,0.24341825340076537,0.2180832618185079,-0.4681580884813601,0.5157401205626256,1494,0.5196187305954787,0.5886794095531958,1.358867533080887,-0.4803812694045213,-0.41132059044680425,0.35886753308088704,-0.06906067895771706,-0.8392488024854083,-0.7701881235276913,0.0,0.07515121607948136,-0.34610698950416013,37.61318364778042,37.538032431700934,1494,96,0.0,1.0,0.0,1.0,manual_inclusion_rotation,overweight_pn,0.42594783363313515
