,strategy_portfolio_pre_tax_value,strategy_portfolio_pre_tax_return,strategy_portfolio_pre_tax_cumulative_return,benchmark_50_50_portfolio_value,benchmark_50_50_portfolio_return,benchmark_50_50_portfolio_cumulative_return,ibovespa_portfolio_value,ibovespa_portfolio_return,ibovespa_portfolio_cumulative_return,portfolio_daily_realized_pnl,portfolio_daily_gross_sale_value,portfolio_daily_gross_buy_value,portfolio_daily_transaction_cost,portfolio_tax_paid,portfolio_cumulative_tax_paid,strategy_portfolio_value,strategy_portfolio_return,strategy_portfolio_cumulative_return,strategy_minus_50_50,strategy_minus_ibovespa,strategy_pre_tax_minus_50_50,strategy_pre_tax_minus_ibovespa
2020-01-02,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.21000000000000002,0.20895261845386537,0.0010473815461346633,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03,0.9974153873431524,-0.002584612656847618,-0.002584612656847618,0.9923675340910668,-0.007632465908933184,-0.007632465908933184,0.9926964823357762,-0.007303517664223769,-0.007303517664223769,0.0,0.0,0.0,0.0,0.0,0.0,0.9974153873431524,-0.002584612656847618,-0.002584612656847618,0.005047853252085566,0.004718905007376151,0.005047853252085566,0.004718905007376151
2020-01-06,1.0006927202461944,0.0032858254891896532,0.0006927202461943782,0.997655824992145,0.005328964037423667,-0.0023441750078549983,0.9857050087288002,-0.007042911636520932,-0.01429499127119982,0.0041748688118020995,0.0940751181883607,0.0936059156038801,0.000469202584480602,0.0,0.0,1.0006927202461944,0.0032858254891896532,0.0006927202461943782,0.0030368952540493765,0.014987711517394198,0.0030368952540493765,0.014987711517394198
2020-01-07,0.9944214526880831,-0.0062669263313600565,-0.0055785473119168705,0.9921105241221571,-0.005558330569594538,-0.007889475877842944,0.9838833461243284,-0.0018480809048754265,-0.016116653875671627,0.0,0.0,0.0,0.0,0.0,0.0,0.9944214526880831,-0.0062669263313600565,-0.0055785473119168705,0.0023109285659260737,0.010538106563754757,0.0023109285659260737,0.010538106563754757
2020-01-08,0.9885223365907831,-0.0059322092070255295,-0.011477663409216854,0.9858377655160407,-0.0063226409292116426,-0.014162234483959257,0.980383392509256,-0.0035572851485485835,-0.01961660749074401,0.0,0.0,0.0,0.0,0.0,0.0,0.9885223365907831,-0.0059322092070255295,-0.011477663409216854,0.0026845710747424034,0.008138944081527155,0.0026845710747424034,0.008138944081527155
2020-01-09,0.984571321114991,-0.003996890438933698,-0.015428678885008984,0.9811617480954615,-0.004743191612396336,-0.018838251904538472,0.9778533055586011,-0.0025807117603035,-0.02214669444139894,0.0,0.02493765586034913,0.02481327852438729,0.00012437733596184106,0.0,0.0,0.984571321114991,-0.003996890438933698,-0.015428678885008984,0.003409573019529488,0.006718015556389956,0.003409573019529488,0.006718015556389956
2020-01-10,0.9820032128098847,-0.002608351726310798,-0.017996787190115326,0.9770203106167346,-0.004220952851826887,-0.022979689383265445,0.9741087768716318,-0.0038293358172268865,-0.025891223128368224,-0.00033238376997874906,0.004592935807375786,0.004570028396865184,2.2907410510602426e-05,0.0,0.0,0.9820032128098847,-0.002608351726310798,-0.017996787190115326,0.004982902193150118,0.007894435938252897,0.004982902193150118,0.007894435938252897
2020-01-13,0.9937604353121338,0.011972692501287518,-0.006239564687866239,0.9872324976896575,0.010452379507317033,-0.012767502310342516,0.9894748382852758,0.015774482048085403,-0.010525161714724174,0.0,0.0,0.0,0.0,0.0,0.0,0.9937604353121339,0.011972692501287518,-0.006239564687866128,0.006527937622476387,0.004285597026858046,0.006527937622476276,0.004285597026857935
2020-01-14,0.9921374395938863,-0.001633186088493943,-0.007862560406113661,0.9880758934525741,0.0008543030794572193,-0.011924106547425928,0.9920639605981127,0.002616663115278195,-0.007936039401887252,0.0,0.0,0.0,0.0,0.0,0.0,0.9921374395938864,-0.001633186088493943,-0.00786256040611355,0.004061546141312378,7.347899577370143e-05,0.004061546141312267,7.34789957735904e-05
2020-01-15,0.9917403535303495,-0.000400232919039345,-0.008259646469650495,0.9860581710929592,-0.0020420722466615304,-0.013941828907040765,0.981791807578454,-0.010354325353645222,-0.018208192421546032,0.0,0.0,0.0,0.0,0.0,0.0,0.9917403535303496,-0.000400232919039345,-0.008259646469650384,0.005682182437390382,0.009948545951895649,0.005682182437390271,0.009948545951895538
