company,initial_portfolio_weight
PETR,0.1111111111111111
BBDC,0.1111111111111111
ITUB,0.1111111111111111
CMIG,0.1111111111111111
GGBR,0.1111111111111111
BRAP,0.1111111111111111
GOAU,0.1111111111111111
TASA,0.1111111111111111
OIBR,0.1111111111111111
